10054,1720848905000,Đà Nẵng,DevOps Engineer,5,Công nghệ thông tin,middle
10055,1726276830000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,senior
10056,1675891931000,Hà Nội,DevOps Engineer,8,Công nghệ thông tin,senior
10057,1717187384000,Hà Nội,DevOps Engineer,8,Công nghệ thông tin,intern
10058,1702742949000,Hà Nội,Java Developer,9,Công nghệ thông tin,intern
10059,1708181072000,Hồ Chí Minh,Backend Developer,9,Công nghệ thông tin,intern
10060,1674012491000,Hà Nội,ReactJs,5,Công nghệ thông tin,fresher
10061,1728986344000,Hà Nội,Data Scientist,6,Công nghệ thông tin,intern
10062,1689974691000,Hà Nội,Data Scientist,5,Công nghệ thông tin,middle
10063,1688319639000,Hồ Chí Minh,Java Developer,1,Công nghệ thông tin,fresher
10064,1732378500000,Hồ Chí Minh,NodeJs,5,Công nghệ thông tin,intern
10065,1675403846000,Đà Nẵng,NodeJs,10,Công nghệ thông tin,intern
10066,1704211041000,Hà Nội,Python Developer,7,Công nghệ thông tin,junior
10067,1717718368000,Đà Nẵng,NodeJs,7,Công nghệ thông tin,junior
10068,1684904619000,Hồ Chí Minh,NodeJs,6,Công nghệ thông tin,senior
10069,1698827836000,Hồ Chí Minh,Backend Developer,3,Công nghệ thông tin,fresher
10070,1704169644000,Hồ Chí Minh,Data Scientist,10,Công nghệ thông tin,intern
10071,1722021289000,Hồ Chí Minh,NodeJs,10,Công nghệ thông tin,fresher
10072,1727993825000,Hồ Chí Minh,ReactJs,5,Công nghệ thông tin,middle
10073,1693989191000,Hồ Chí Minh,Python Developer,2,Công nghệ thông tin,senior
10074,1680825515000,Hà Nội,DevOps Engineer,1,Công nghệ thông tin,middle
10075,1717916701000,Hồ Chí Minh,Data Scientist,5,Công nghệ thông tin,senior
10076,1717270981000,Đà Nẵng,NodeJs,1,Công nghệ thông tin,fresher
10077,1706663647000,Hà Nội,NodeJs,4,Công nghệ thông tin,middle
10078,1675634018000,Hà Nội,Data Scientist,4,Công nghệ thông tin,middle
10079,1710462007000,Hà Nội,Backend Developer,7,Công nghệ thông tin,fresher
10080,1733916257000,Đà Nẵng,Python Developer,1,Công nghệ thông tin,fresher
10081,1715119640000,Đà Nẵng,Backend Developer,6,Công nghệ thông tin,junior
10082,1719458460000,Hồ Chí Minh,Python Developer,1,Công nghệ thông tin,middle
10083,1680773534000,Hà Nội,ReactJs,5,Công nghệ thông tin,fresher
10084,1721205480000,Hà Nội,Python Developer,2,Công nghệ thông tin,senior
10085,1688177937000,Hà Nội,Backend Developer,9,Công nghệ thông tin,intern
10086,1716154485000,Hà Nội,Frontend Developer,10,Công nghệ thông tin,fresher
10087,1726448449000,Đà Nẵng,DevOps Engineer,5,Công nghệ thông tin,intern
10088,1718522701000,Hà Nội,Java Developer,5,Công nghệ thông tin,junior
10089,1698193115000,Đà Nẵng,DevOps Engineer,4,Công nghệ thông tin,fresher
10090,1683740339000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,senior
10091,1672766015000,Đà Nẵng,DevOps Engineer,10,Công nghệ thông tin,fresher
10092,1725913881000,Hà Nội,NodeJs,6,Công nghệ thông tin,middle
10093,1724839806000,Đà Nẵng,Python Developer,6,Công nghệ thông tin,fresher
10094,1675065356000,Đà Nẵng,ReactJs,10,Công nghệ thông tin,senior
10095,1691381837000,Hồ Chí Minh,Backend Developer,2,Công nghệ thông tin,junior
10096,1730034774000,Hồ Chí Minh,Backend Developer,10,Công nghệ thông tin,senior
10097,1721680167000,Đà Nẵng,Data Scientist,1,Công nghệ thông tin,senior
10098,1688818977000,Đà Nẵng,ReactJs,2,Công nghệ thông tin,junior
10099,1719173288000,Hồ Chí Minh,Backend Developer,7,Công nghệ thông tin,middle
10100,1725129046000,Đà Nẵng,NodeJs,1,Công nghệ thông tin,middle
10101,1698720599000,Đà Nẵng,Data Scientist,10,Công nghệ thông tin,senior
10102,1714111614000,Hồ Chí Minh,NodeJs,7,Công nghệ thông tin,senior
10103,1726209942000,Hà Nội,ReactJs,7,Công nghệ thông tin,intern
10104,1721405150000,Hồ Chí Minh,Python Developer,9,Công nghệ thông tin,fresher
10105,1690311835000,Hồ Chí Minh,ReactJs,5,Công nghệ thông tin,middle
10106,1672769621000,Đà Nẵng,DevOps Engineer,7,Công nghệ thông tin,fresher
10107,1717297479000,Hồ Chí Minh,Backend Developer,4,Công nghệ thông tin,fresher
10108,1673984112000,Hà Nội,Python Developer,6,Công nghệ thông tin,fresher
10109,1724525990000,Đà Nẵng,Frontend Developer,9,Công nghệ thông tin,fresher
10110,1679388123000,Hà Nội,Python Developer,6,Công nghệ thông tin,senior
10111,1723601840000,Đà Nẵng,Frontend Developer,6,Công nghệ thông tin,senior
10112,1673897837000,Hà Nội,Python Developer,10,Công nghệ thông tin,fresher
10113,1723055676000,Hồ Chí Minh,DevOps Engineer,9,Công nghệ thông tin,intern
10114,1729555501000,Hồ Chí Minh,Backend Developer,5,Công nghệ thông tin,intern
10115,1698589678000,Hà Nội,Data Scientist,6,Công nghệ thông tin,intern
10116,1718576661000,Đà Nẵng,Python Developer,7,Công nghệ thông tin,middle
10117,1710385332000,Hà Nội,Frontend Developer,10,Công nghệ thông tin,senior
10118,1705372054000,Hà Nội,Backend Developer,8,Công nghệ thông tin,fresher
10119,1680597069000,Hồ Chí Minh,NodeJs,7,Công nghệ thông tin,middle
10120,1717074954000,Hồ Chí Minh,Backend Developer,2,Công nghệ thông tin,intern
10121,1690288524000,Hà Nội,Backend Developer,2,Công nghệ thông tin,fresher
10122,1725614707000,Hồ Chí Minh,Python Developer,10,Công nghệ thông tin,senior
10123,1722863581000,Hồ Chí Minh,DevOps Engineer,10,Công nghệ thông tin,fresher
10124,1698239859000,Hồ Chí Minh,DevOps Engineer,8,Công nghệ thông tin,intern
10125,1731421364000,Hồ Chí Minh,Frontend Developer,4,Công nghệ thông tin,senior
10126,1727098299000,Hồ Chí Minh,Backend Developer,6,Công nghệ thông tin,junior
10127,1673892854000,Hà Nội,Java Developer,8,Công nghệ thông tin,middle
10128,1679553010000,Hà Nội,NodeJs,10,Công nghệ thông tin,fresher
10129,1722584519000,Hà Nội,NodeJs,1,Công nghệ thông tin,fresher
10130,1701239063000,Hồ Chí Minh,Java Developer,3,Công nghệ thông tin,intern
10131,1676809740000,Hà Nội,Data Scientist,1,Công nghệ thông tin,senior
10132,1682139825000,Hồ Chí Minh,Backend Developer,9,Công nghệ thông tin,fresher
10133,1693474633000,Đà Nẵng,Backend Developer,7,Công nghệ thông tin,middle
10134,1678400492000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,senior
10135,1689774236000,Hà Nội,Java Developer,7,Công nghệ thông tin,senior
10136,1731458795000,Hà Nội,DevOps Engineer,8,Công nghệ thông tin,intern
10137,1708919045000,Đà Nẵng,Java Developer,3,Công nghệ thông tin,intern
10138,1678254033000,Đà Nẵng,Backend Developer,3,Công nghệ thông tin,intern
10139,1691229678000,Hà Nội,DevOps Engineer,2,Công nghệ thông tin,middle
10140,1692650208000,Đà Nẵng,NodeJs,8,Công nghệ thông tin,middle
10141,1690744759000,Hồ Chí Minh,NodeJs,3,Công nghệ thông tin,junior
10142,1724658961000,Hồ Chí Minh,Python Developer,7,Công nghệ thông tin,middle
10143,1677390742000,Hồ Chí Minh,Python Developer,5,Công nghệ thông tin,senior
10144,1683643565000,Đà Nẵng,Frontend Developer,1,Công nghệ thông tin,middle
10145,1709764345000,Hà Nội,Backend Developer,5,Công nghệ thông tin,middle
10146,1701442971000,Hồ Chí Minh,Data Scientist,8,Công nghệ thông tin,middle
10147,1704650419000,Hà Nội,Data Scientist,7,Công nghệ thông tin,junior
10148,1718979260000,Hồ Chí Minh,Java Developer,7,Công nghệ thông tin,senior
10149,1717733040000,Hồ Chí Minh,Backend Developer,10,Công nghệ thông tin,intern
10150,1684503231000,Hồ Chí Minh,Python Developer,7,Công nghệ thông tin,junior
10151,1708591228000,Hồ Chí Minh,DevOps Engineer,4,Công nghệ thông tin,junior
10152,1713382283000,Đà Nẵng,Backend Developer,4,Công nghệ thông tin,middle
10153,1711076088000,Hồ Chí Minh,Data Scientist,7,Công nghệ thông tin,intern
10154,1732997213000,Đà Nẵng,Frontend Developer,8,Công nghệ thông tin,middle
10155,1713992984000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,junior
10156,1728207272000,Hồ Chí Minh,NodeJs,3,Công nghệ thông tin,intern
10157,1732329401000,Hồ Chí Minh,Frontend Developer,4,Công nghệ thông tin,junior
10158,1702203108000,Hà Nội,Frontend Developer,4,Công nghệ thông tin,middle
10159,1734785772000,Hà Nội,Backend Developer,10,Công nghệ thông tin,intern
10160,1707694404000,Hồ Chí Minh,ReactJs,4,Công nghệ thông tin,senior
10161,1704292102000,Hồ Chí Minh,Data Scientist,8,Công nghệ thông tin,junior
10162,1701581719000,Hồ Chí Minh,ReactJs,5,Công nghệ thông tin,fresher
10163,1731138051000,Đà Nẵng,Java Developer,9,Công nghệ thông tin,junior
10164,1709205959000,Đà Nẵng,NodeJs,8,Công nghệ thông tin,intern
10165,1681395313000,Hồ Chí Minh,NodeJs,7,Công nghệ thông tin,senior
10166,1724083536000,Đà Nẵng,NodeJs,8,Công nghệ thông tin,intern
10167,1676599829000,Đà Nẵng,DevOps Engineer,10,Công nghệ thông tin,junior
10168,1674300151000,Đà Nẵng,DevOps Engineer,5,Công nghệ thông tin,intern
10169,1683096876000,Đà Nẵng,Python Developer,6,Công nghệ thông tin,middle
10170,1729399341000,Hồ Chí Minh,Python Developer,4,Công nghệ thông tin,fresher
10171,1714082737000,Hà Nội,Data Scientist,7,Công nghệ thông tin,senior
10172,1696110881000,Đà Nẵng,Java Developer,4,Công nghệ thông tin,middle
10173,1687916436000,Hồ Chí Minh,Backend Developer,9,Công nghệ thông tin,junior
10174,1677281553000,Hà Nội,Java Developer,3,Công nghệ thông tin,middle
10175,1702975920000,Đà Nẵng,NodeJs,9,Công nghệ thông tin,intern
10176,1696008578000,Hà Nội,ReactJs,9,Công nghệ thông tin,middle
10177,1699034842000,Hồ Chí Minh,Frontend Developer,6,Công nghệ thông tin,middle
10178,1688481349000,Đà Nẵng,Frontend Developer,9,Công nghệ thông tin,junior
10179,1699203668000,Hà Nội,ReactJs,3,Công nghệ thông tin,junior
10180,1712218038000,Hồ Chí Minh,DevOps Engineer,10,Công nghệ thông tin,senior
10181,1720589577000,Hồ Chí Minh,DevOps Engineer,5,Công nghệ thông tin,senior
10182,1712905877000,Hà Nội,Backend Developer,9,Công nghệ thông tin,junior
10183,1694065364000,Hà Nội,Frontend Developer,8,Công nghệ thông tin,senior
10184,1717507321000,Hồ Chí Minh,ReactJs,9,Công nghệ thông tin,intern
10185,1675843983000,Hà Nội,Java Developer,8,Công nghệ thông tin,fresher
10186,1716415626000,Hà Nội,NodeJs,8,Công nghệ thông tin,junior
10187,1694855042000,Đà Nẵng,NodeJs,6,Công nghệ thông tin,fresher
10188,1694941253000,Hồ Chí Minh,NodeJs,5,Công nghệ thông tin,intern
10189,1732789691000,Hà Nội,DevOps Engineer,8,Công nghệ thông tin,junior
10190,1700926348000,Hồ Chí Minh,Data Scientist,9,Công nghệ thông tin,intern
10191,1731202059000,Hà Nội,ReactJs,9,Công nghệ thông tin,middle
10192,1678955137000,Đà Nẵng,Java Developer,4,Công nghệ thông tin,junior
10193,1726993600000,Đà Nẵng,Frontend Developer,3,Công nghệ thông tin,intern
10194,1694782207000,Đà Nẵng,Backend Developer,8,Công nghệ thông tin,intern
10195,1708695561000,Hà Nội,NodeJs,2,Công nghệ thông tin,fresher
10196,1729267004000,Hồ Chí Minh,Frontend Developer,4,Công nghệ thông tin,intern
10197,1687049759000,Hà Nội,NodeJs,6,Công nghệ thông tin,fresher
10198,1698752195000,Đà Nẵng,ReactJs,7,Công nghệ thông tin,fresher
10199,1707013773000,Hà Nội,Python Developer,1,Công nghệ thông tin,senior
10200,1682274775000,Hà Nội,Java Developer,3,Công nghệ thông tin,senior
10201,1696198057000,Đà Nẵng,Frontend Developer,10,Công nghệ thông tin,junior
10202,1708831855000,Hà Nội,DevOps Engineer,8,Công nghệ thông tin,middle
10203,1685975045000,Hà Nội,Python Developer,1,Công nghệ thông tin,intern
10204,1709547693000,Đà Nẵng,Data Scientist,8,Công nghệ thông tin,middle
10205,1689702669000,Hà Nội,ReactJs,10,Công nghệ thông tin,junior
10206,1690945646000,Hồ Chí Minh,ReactJs,8,Công nghệ thông tin,senior
10207,1726663722000,Hồ Chí Minh,Java Developer,6,Công nghệ thông tin,middle
10208,1706270282000,Hà Nội,ReactJs,4,Công nghệ thông tin,intern
10209,1699986880000,Đà Nẵng,Frontend Developer,10,Công nghệ thông tin,senior
10210,1699316915000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,middle
10211,1690309539000,Hồ Chí Minh,Frontend Developer,2,Công nghệ thông tin,middle
10212,1724090978000,Hà Nội,Python Developer,8,Công nghệ thông tin,middle
10213,1721396940000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,middle
10214,1729079620000,Đà Nẵng,Data Scientist,4,Công nghệ thông tin,senior
10215,1711121747000,Hồ Chí Minh,Backend Developer,4,Công nghệ thông tin,middle
10216,1733413380000,Đà Nẵng,ReactJs,10,Công nghệ thông tin,senior
10217,1723250743000,Đà Nẵng,ReactJs,8,Công nghệ thông tin,senior
10218,1708324695000,Hồ Chí Minh,Python Developer,1,Công nghệ thông tin,senior
10219,1724274992000,Đà Nẵng,ReactJs,4,Công nghệ thông tin,fresher
10220,1701657268000,Hà Nội,DevOps Engineer,4,Công nghệ thông tin,middle
10221,1711904245000,Hồ Chí Minh,Frontend Developer,10,Công nghệ thông tin,fresher
10222,1700199310000,Hà Nội,NodeJs,3,Công nghệ thông tin,junior
10223,1689055385000,Hà Nội,Frontend Developer,3,Công nghệ thông tin,intern
10224,1684866233000,Hồ Chí Minh,Data Scientist,8,Công nghệ thông tin,junior
10225,1690778014000,Hồ Chí Minh,Python Developer,8,Công nghệ thông tin,fresher
10226,1695993981000,Hà Nội,Data Scientist,1,Công nghệ thông tin,intern
10227,1718092576000,Đà Nẵng,NodeJs,5,Công nghệ thông tin,intern
10228,1692596399000,Đà Nẵng,ReactJs,4,Công nghệ thông tin,intern
10229,1677365252000,Hà Nội,Java Developer,9,Công nghệ thông tin,fresher
10230,1708469981000,Đà Nẵng,Java Developer,9,Công nghệ thông tin,intern
10231,1685046435000,Hồ Chí Minh,Backend Developer,9,Công nghệ thông tin,senior
10232,1709160319000,Đà Nẵng,NodeJs,2,Công nghệ thông tin,fresher
10233,1676507743000,Hồ Chí Minh,Data Scientist,4,Công nghệ thông tin,senior
10234,1703276776000,Hồ Chí Minh,Java Developer,4,Công nghệ thông tin,junior
10235,1694374162000,Hồ Chí Minh,NodeJs,1,Công nghệ thông tin,junior
10236,1726786926000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,fresher
10237,1705450160000,Hồ Chí Minh,NodeJs,9,Công nghệ thông tin,junior
10238,1711911763000,Hà Nội,Java Developer,6,Công nghệ thông tin,intern
10239,1673687020000,Hồ Chí Minh,Backend Developer,4,Công nghệ thông tin,junior
10240,1732607953000,Hồ Chí Minh,Data Scientist,6,Công nghệ thông tin,junior
10241,1691782873000,Đà Nẵng,Data Scientist,9,Công nghệ thông tin,intern
10242,1710513089000,Hồ Chí Minh,DevOps Engineer,3,Công nghệ thông tin,fresher
10243,1716589411000,Hồ Chí Minh,Python Developer,8,Công nghệ thông tin,senior
10244,1693291570000,Hà Nội,Python Developer,5,Công nghệ thông tin,intern
10245,1689075803000,Đà Nẵng,DevOps Engineer,2,Công nghệ thông tin,fresher
10246,1727769781000,Đà Nẵng,Frontend Developer,8,Công nghệ thông tin,middle
10247,1717223790000,Hà Nội,Data Scientist,1,Công nghệ thông tin,intern
10248,1683431348000,Đà Nẵng,Frontend Developer,6,Công nghệ thông tin,middle
10249,1683475834000,Hồ Chí Minh,Java Developer,10,Công nghệ thông tin,junior
10250,1734609793000,Đà Nẵng,Python Developer,10,Công nghệ thông tin,fresher
10251,1682714936000,Hà Nội,ReactJs,1,Công nghệ thông tin,senior
10252,1734469477000,Hồ Chí Minh,Python Developer,9,Công nghệ thông tin,senior
10253,1701824539000,Đà Nẵng,Data Scientist,9,Công nghệ thông tin,junior
10254,1690812346000,Hồ Chí Minh,DevOps Engineer,6,Công nghệ thông tin,intern
10255,1725345029000,Hà Nội,ReactJs,2,Công nghệ thông tin,middle
10256,1704360301000,Hồ Chí Minh,Java Developer,8,Công nghệ thông tin,middle
10257,1714734970000,Đà Nẵng,Data Scientist,9,Công nghệ thông tin,intern
10258,1725854073000,Hà Nội,Data Scientist,9,Công nghệ thông tin,fresher
10259,1688718432000,Đà Nẵng,Data Scientist,2,Công nghệ thông tin,intern
10260,1707763293000,Đà Nẵng,Data Scientist,6,Công nghệ thông tin,senior
10261,1730120855000,Đà Nẵng,Java Developer,4,Công nghệ thông tin,junior
10262,1695655704000,Hà Nội,Python Developer,5,Công nghệ thông tin,middle
10263,1703798684000,Đà Nẵng,NodeJs,3,Công nghệ thông tin,junior
10264,1704275178000,Đà Nẵng,DevOps Engineer,10,Công nghệ thông tin,fresher
10265,1674973165000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,intern
10266,1728046001000,Hồ Chí Minh,Frontend Developer,4,Công nghệ thông tin,junior
10267,1727008849000,Hồ Chí Minh,Frontend Developer,3,Công nghệ thông tin,fresher
10268,1722579727000,Đà Nẵng,Data Scientist,2,Công nghệ thông tin,fresher
10269,1712432162000,Hồ Chí Minh,ReactJs,4,Công nghệ thông tin,intern
10270,1694261638000,Hồ Chí Minh,Java Developer,3,Công nghệ thông tin,middle
10271,1715595340000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,senior
10272,1720427340000,Hồ Chí Minh,Data Scientist,2,Công nghệ thông tin,senior
10273,1713132484000,Hồ Chí Minh,DevOps Engineer,1,Công nghệ thông tin,middle
10274,1734129649000,Hồ Chí Minh,Backend Developer,5,Công nghệ thông tin,middle
10275,1674459464000,Đà Nẵng,NodeJs,5,Công nghệ thông tin,junior
10276,1732840546000,Hồ Chí Minh,Backend Developer,7,Công nghệ thông tin,intern
10277,1698463735000,Đà Nẵng,NodeJs,6,Công nghệ thông tin,junior
10278,1720154269000,Hà Nội,Frontend Developer,8,Công nghệ thông tin,fresher
10279,1720061630000,Hà Nội,NodeJs,2,Công nghệ thông tin,senior
10280,1723238960000,Hà Nội,Data Scientist,7,Công nghệ thông tin,junior
10281,1735549800000,Hà Nội,Data Scientist,8,Công nghệ thông tin,fresher
10282,1683094699000,Hồ Chí Minh,Java Developer,4,Công nghệ thông tin,intern
10283,1714242134000,Hà Nội,ReactJs,5,Công nghệ thông tin,fresher
10284,1703323717000,Hà Nội,NodeJs,8,Công nghệ thông tin,intern
10285,1704351130000,Hồ Chí Minh,Backend Developer,1,Công nghệ thông tin,middle
10286,1722514876000,Hà Nội,Backend Developer,1,Công nghệ thông tin,intern
10287,1735473722000,Hồ Chí Minh,Python Developer,3,Công nghệ thông tin,senior
10288,1689780074000,Hà Nội,Java Developer,3,Công nghệ thông tin,senior
10289,1692801984000,Đà Nẵng,Data Scientist,6,Công nghệ thông tin,intern
10290,1733263259000,Hồ Chí Minh,DevOps Engineer,4,Công nghệ thông tin,fresher
10291,1729982159000,Hà Nội,Backend Developer,3,Công nghệ thông tin,fresher
10292,1709090077000,Hà Nội,Frontend Developer,1,Công nghệ thông tin,fresher
10293,1698380483000,Hồ Chí Minh,ReactJs,10,Công nghệ thông tin,senior
10294,1714979222000,Hồ Chí Minh,Frontend Developer,10,Công nghệ thông tin,junior
10295,1677288148000,Hồ Chí Minh,Backend Developer,3,Công nghệ thông tin,intern
10296,1718477960000,Hà Nội,DevOps Engineer,4,Công nghệ thông tin,middle
10297,1678730785000,Đà Nẵng,NodeJs,6,Công nghệ thông tin,fresher
10298,1721429736000,Hồ Chí Minh,Python Developer,1,Công nghệ thông tin,senior
10299,1674206764000,Hà Nội,Java Developer,5,Công nghệ thông tin,fresher
10300,1703256238000,Hà Nội,Python Developer,10,Công nghệ thông tin,senior
10301,1675553749000,Hà Nội,Data Scientist,7,Công nghệ thông tin,fresher
10302,1691887072000,Đà Nẵng,Frontend Developer,4,Công nghệ thông tin,intern
10303,1731050563000,Hà Nội,Frontend Developer,3,Công nghệ thông tin,middle
10304,1693933562000,Đà Nẵng,DevOps Engineer,8,Công nghệ thông tin,middle
10305,1718255192000,Hồ Chí Minh,Java Developer,5,Công nghệ thông tin,senior
10306,1718665815000,Hồ Chí Minh,Backend Developer,1,Công nghệ thông tin,fresher
10307,1733866491000,Hồ Chí Minh,Backend Developer,1,Công nghệ thông tin,fresher
10308,1673587097000,Đà Nẵng,Backend Developer,3,Công nghệ thông tin,middle
10309,1700332468000,Hồ Chí Minh,Data Scientist,4,Công nghệ thông tin,fresher
10310,1725747101000,Hồ Chí Minh,Data Scientist,1,Công nghệ thông tin,intern
10311,1702573490000,Đà Nẵng,Data Scientist,4,Công nghệ thông tin,middle
10312,1690441000000,Đà Nẵng,ReactJs,9,Công nghệ thông tin,fresher
10313,1687187138000,Hà Nội,DevOps Engineer,6,Công nghệ thông tin,senior
10314,1717737726000,Hồ Chí Minh,ReactJs,5,Công nghệ thông tin,junior
10315,1692919677000,Đà Nẵng,Frontend Developer,5,Công nghệ thông tin,fresher
10316,1676396266000,Hà Nội,ReactJs,5,Công nghệ thông tin,senior
10317,1703877536000,Hồ Chí Minh,DevOps Engineer,1,Công nghệ thông tin,middle
10318,1727959878000,Hồ Chí Minh,Frontend Developer,10,Công nghệ thông tin,middle
10319,1696204862000,Hồ Chí Minh,DevOps Engineer,5,Công nghệ thông tin,middle
10320,1727169544000,Hồ Chí Minh,DevOps Engineer,6,Công nghệ thông tin,intern
10321,1676705633000,Đà Nẵng,Python Developer,9,Công nghệ thông tin,intern
10322,1706676225000,Đà Nẵng,Frontend Developer,10,Công nghệ thông tin,senior
10323,1688396480000,Hà Nội,ReactJs,3,Công nghệ thông tin,middle
10324,1702413901000,Đà Nẵng,NodeJs,10,Công nghệ thông tin,middle
10325,1724058105000,Đà Nẵng,Python Developer,5,Công nghệ thông tin,middle
10326,1682183299000,Hồ Chí Minh,Java Developer,8,Công nghệ thông tin,middle
10327,1712356628000,Đà Nẵng,ReactJs,2,Công nghệ thông tin,senior
10328,1698852255000,Hồ Chí Minh,Backend Developer,8,Công nghệ thông tin,senior
10329,1696344710000,Hồ Chí Minh,Java Developer,3,Công nghệ thông tin,intern
10330,1711623379000,Hà Nội,Data Scientist,5,Công nghệ thông tin,senior
10331,1678516922000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,intern
10332,1732132911000,Đà Nẵng,NodeJs,7,Công nghệ thông tin,senior
10333,1716534645000,Hà Nội,ReactJs,4,Công nghệ thông tin,fresher
10334,1719570370000,Hà Nội,ReactJs,3,Công nghệ thông tin,junior
10335,1728427501000,Đà Nẵng,DevOps Engineer,4,Công nghệ thông tin,junior
10336,1697581112000,Đà Nẵng,Java Developer,1,Công nghệ thông tin,middle
10337,1716563271000,Đà Nẵng,Frontend Developer,9,Công nghệ thông tin,intern
10338,1706502906000,Đà Nẵng,Python Developer,2,Công nghệ thông tin,middle
10339,1696140382000,Đà Nẵng,Python Developer,3,Công nghệ thông tin,senior
